Nº Pedido,Cliente - Motorista,Data Emissão Pedido,Data Entrega Prevista,Destino,Itens,R$ Faturados,Saída para Entrega,Data Entrega Real, Qtd Devolução,Mot. Devolução,Dias Para Entrega,Status
A2900,AMERICANAS-MARCOS LEROY,2020-08-02,2020-08-12,RJ,14,693.0000000000001,2020-08-07,2020-08-19,1,Produto Errado,17,Atrasado
A2901,AMERICANAS-FELIPE SILVA,2020-08-02,2020-08-12,SP,13,643.5000000000001,2020-08-07,2020-08-09,0,S/ Devolu.,7,No Prazo
A2903,WALMART-MARCOS LEROY,2020-08-02,2020-08-12,SP,6,187.2,2020-08-03,2020-08-16,2,Danificado,14,Atrasado
A2904,CASAS BAHIA-MARCOS LEROY,2020-08-02,2020-08-12,RJ,9,140.4,2020-08-08,2020-08-12,7,Danificado,10,No Prazo
A2905,WALMART-MARCOS LEROY,2020-08-02,2020-08-12,BH,5,235.5,2020-08-07,2020-08-12,1,Arrependimento,10,No Prazo
A2910,CASAS BAHIA-MARCOS LEROY,2020-08-03,2020-08-13,SP,5,160.99999999999997,2020-08-16,2020-08-18,0,S/ Devolu.,15,Atrasado
A2913,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,16,531.2000000000002,2020-08-06,2020-08-11,0,S/ Devolu.,8,No Prazo
A2914,CASAS BAHIA-MARCOS LEROY,2020-08-03,2020-08-13,SP,18,297.00000000000006,2020-08-08,2020-08-21,15,Produto Errado,18,Atrasado
A2915,MAGAZINE LUIZA-FELIPE SILVA,2020-08-03,2020-08-13,BH,20,318.0,2020-08-05,2020-08-08,0,S/ Devolu.,5,No Prazo
A2918,CASAS BAHIA-FELIPE SILVA,2020-08-03,2020-08-13,SP,9,151.20000000000007,2020-08-10,2020-08-18,0,S/ Devolu.,15,Atrasado
A2921,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,SP,10,476.99999999999994,2020-08-05,2020-08-17,3,Produto Errado,14,Atrasado
A2922,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,SP,8,249.6,2020-08-07,2020-08-11,2,Danificado,8,No Prazo
A2923,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,13,639.6000000000001,2020-08-04,2020-08-07,0,S/ Devolu.,4,No Prazo
A2924,AMERICANAS-VALDIR ESPINOSA,2020-08-03,2020-08-13,SP,2,67.60000000000004,2020-08-09,2020-08-15,2,Produto Errado,12,Atrasado
A2926,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,12,540.0,2020-08-15,2020-08-16,1,Produto Errado,13,Atrasado
A2927,WALMART-LUIZ PARDAL,2020-08-03,2020-08-13,SP,15,482.99999999999994,2020-08-05,2020-08-08,4,Produto Errado,5,No Prazo
A2928,WALMART-LUIZ PARDAL,2020-08-03,2020-08-13,SP,8,131.20000000000002,2020-08-12,2020-08-17,0,S/ Devolu.,14,Atrasado
A2929,WALMART-JOÃO GOMES,2020-08-03,2020-08-13,SP,12,568.8,2020-08-14,2020-08-17,3,Produto Errado,14,Atrasado
A2930,MAGAZINE LUIZA-JOÃO GOMES,2020-08-03,2020-08-13,SP,7,335.99999999999994,2020-08-15,2020-08-22,4,Danificado,19,Atrasado
A2934,CASAS BAHIA-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,12,398.4000000000001,2020-08-09,2020-08-14,1,Produto Errado,11,Atrasado
A2935,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,6,98.4,2020-08-08,2020-08-16,0,S/ Devolu.,13,Atrasado
A2936,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,RJ,10,471.0,2020-08-12,2020-08-17,0,S/ Devolu.,14,Atrasado
A2937,WALMART-VALDIR ESPINOSA,2020-08-03,2020-08-13,BH,15,711.0,2020-08-04,2020-08-08,1,Arrependimento,5,No Prazo
A2938,WALMART-LUIZ PARDAL,2020-08-03,2020-08-13,RJ,17,271.99999999999994,2020-08-13,2020-08-14,0,S/ Devolu.,11,Atrasado
A2939,CASA E VIDEO-LUIZ PARDAL,2020-08-03,2020-08-13,BH,16,257.59999999999997,2020-08-08,2020-08-18,0,S/ Devolu.,15,Atrasado
A2940,CASAS BAHIA-LUIZ PARDAL,2020-08-03,2020-08-13,SP,7,118.30000000000007,2020-08-04,2020-08-07,2,Danificado,4,No Prazo
A2942,AMERICANAS-VALDIR ESPINOSA,2020-08-04,2020-08-14,BH,20,1008.0000000000005,2020-08-10,2020-08-13,1,Danificado,9,No Prazo
A2943,CASAS BAHIA-VALDIR ESPINOSA,2020-08-04,2020-08-14,RJ,17,790.5,2020-08-07,2020-08-09,1,Produto Errado,5,No Prazo
A2946,CASAS BAHIA-LUIZ PARDAL,2020-08-04,2020-08-14,RJ,4,64.8,2020-08-07,2020-08-18,1,Produto Errado,14,Atrasado
A2949,WALMART-VALDIR ESPINOSA,2020-08-04,2020-08-14,SP,2,66.80000000000003,2020-08-07,2020-08-12,1,Danificado,8,No Prazo
A2951,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-04,2020-08-14,BH,15,733.5,2020-08-17,2020-08-20,3,Danificado,16,Atrasado
A2952,CASAS BAHIA-JOÃO GOMES,2020-08-04,2020-08-14,RJ,14,705.6000000000004,2020-08-10,2020-08-15,1,Danificado,11,Atrasado
A2957,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-04,2020-08-14,RJ,14,684.6,2020-08-08,2020-08-16,2,Produto Errado,12,Atrasado
A2958,WALMART-MARCOS LEROY,2020-08-04,2020-08-14,SP,20,652.0,2020-08-07,2020-08-19,1,Produto Errado,15,Atrasado
A2959,WALMART-MARCOS LEROY,2020-08-04,2020-08-14,SP,4,62.0,2020-08-13,2020-08-17,2,Arrependimento,13,Atrasado
A2961,CASAS BAHIA-VALDIR ESPINOSA,2020-08-04,2020-08-14,BH,6,304.20000000000016,2020-08-15,2020-08-20,1,Produto Errado,16,Atrasado
A2963,WALMART-VALDIR ESPINOSA,2020-08-04,2020-08-14,RJ,2,30.0,2020-08-05,2020-08-23,2,Danificado,19,Atrasado
A2970,WALMART-FELIPE SILVA,2020-08-04,2020-08-14,RJ,14,434.0,2020-08-09,2020-08-10,2,Arrependimento,6,No Prazo
A2976,WALMART-TÚLIO SILVEIRA,2020-08-05,2020-08-15,SP,11,524.6999999999999,2020-08-10,2020-08-15,1,Produto Errado,10,No Prazo
A2979,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-05,2020-08-15,RJ,15,250.50000000000009,2020-08-18,2020-08-19,3,Produto Errado,14,Atrasado
A2980,CASAS BAHIA-VALDIR ESPINOSA,2020-08-05,2020-08-15,SP,15,476.99999999999994,2020-08-10,2020-08-15,1,Produto Errado,10,No Prazo
A2981,WALMART-TÚLIO SILVEIRA,2020-08-05,2020-08-15,SP,8,403.20000000000016,2020-08-15,2020-08-22,3,Arrependimento,17,Atrasado
A2982,WALMART-TÚLIO SILVEIRA,2020-08-05,2020-08-15,RJ,11,165.0,2020-08-14,2020-08-18,3,Danificado,13,Atrasado
A2983,CASA E VIDEO-TÚLIO SILVEIRA,2020-08-05,2020-08-15,SP,20,600.0,2020-08-14,2020-08-18,1,Danificado,13,Atrasado
A2984,CASAS BAHIA-TÚLIO SILVEIRA,2020-08-05,2020-08-15,BH,6,90.0,2020-08-13,2020-08-20,1,Danificado,15,Atrasado
A2985,CASAS BAHIA-MARCOS LEROY,2020-08-05,2020-08-15,BH,19,638.4000000000003,2020-08-07,2020-08-13,1,Danificado,8,No Prazo
A2986,CASAS BAHIA-MARCOS LEROY,2020-08-05,2020-08-15,SP,20,628.0,2020-08-14,2020-08-24,1,Danificado,19,Atrasado
A2991,AMERICANAS-MARCOS LEROY,2020-08-05,2020-08-15,RJ,18,558.0,2020-08-12,2020-08-14,5,Danificado,9,No Prazo
A2992,WALMART-MARCOS LEROY,2020-08-05,2020-08-15,SP,17,270.29999999999995,2020-08-06,2020-08-14,1,Danificado,9,No Prazo
A2998,CASA E VIDEO-TÚLIO SILVEIRA,2020-08-05,2020-08-15,RJ,9,298.80000000000007,2020-08-08,2020-08-09,2,Danificado,4,No Prazo
A2999,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-08-05,2020-08-15,BH,5,82.50000000000001,2020-08-07,2020-08-14,1,Danificado,9,No Prazo
A3000,CASAS BAHIA-TÚLIO SILVEIRA,2020-08-05,2020-08-15,SP,6,100.20000000000005,2020-08-09,2020-08-18,0,S/ Devolu.,13,Atrasado
A3001,WALMART-TÚLIO SILVEIRA,2020-08-05,2020-08-15,RJ,12,558.0,2020-08-14,2020-08-19,0,S/ Devolu.,14,Atrasado
A3002,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-08-05,2020-08-15,SP,8,126.39999999999999,2020-08-08,2020-08-12,0,S/ Devolu.,7,No Prazo
A3015,CASAS BAHIA-JOÃO GOMES,2020-08-06,2020-08-16,SP,18,298.80000000000007,2020-08-08,2020-08-15,4,Produto Errado,9,No Prazo
A3016,AMERICANAS-JOÃO GOMES,2020-08-06,2020-08-16,RJ,12,565.1999999999999,2020-08-07,2020-08-13,2,Danificado,7,No Prazo
A3026,WALMART-VALDIR ESPINOSA,2020-08-06,2020-08-16,RJ,6,96.6,2020-08-12,2020-08-23,2,Danificado,17,Atrasado
A3027,CASAS BAHIA-VALDIR ESPINOSA,2020-08-06,2020-08-16,RJ,2,33.20000000000001,2020-08-12,2020-08-14,2,Arrependimento,8,No Prazo
A3028,WALMART-VALDIR ESPINOSA,2020-08-06,2020-08-16,BH,7,210.0,2020-08-12,2020-08-19,0,S/ Devolu.,13,Atrasado
A3029,WALMART-LUIZ PARDAL,2020-08-06,2020-08-16,SP,5,159.99999999999997,2020-08-15,2020-08-20,1,Danificado,14,Atrasado
A3030,CASAS BAHIA-LUIZ PARDAL,2020-08-06,2020-08-16,RJ,15,250.50000000000009,2020-08-16,2020-08-23,3,Produto Errado,17,Atrasado
A3032,CASA E VIDEO-LUIZ PARDAL,2020-08-06,2020-08-16,RJ,14,684.6,2020-08-10,2020-08-20,4,Produto Errado,14,Atrasado
A3034,CASAS BAHIA-LUIZ PARDAL,2020-08-06,2020-08-16,BH,2,67.20000000000003,2020-08-08,2020-08-12,0,S/ Devolu.,6,No Prazo
A3035,CASAS BAHIA-FELIPE SILVA,2020-08-06,2020-08-16,RJ,18,291.59999999999997,2020-08-12,2020-08-22,0,S/ Devolu.,16,Atrasado
A3037,MAGAZINE LUIZA-FELIPE SILVA,2020-08-06,2020-08-16,RJ,16,806.4000000000003,2020-08-15,2020-08-20,0,S/ Devolu.,14,Atrasado
A3038,WALMART-FELIPE SILVA,2020-08-07,2020-08-17,SP,8,372.0,2020-08-13,2020-08-18,1,Produto Errado,11,Atrasado
A3041,CASAS BAHIA-JOÃO GOMES,2020-08-07,2020-08-17,RJ,20,656.0000000000001,2020-08-16,2020-08-18,1,Produto Errado,11,Atrasado
A3042,AMERICANAS-TÚLIO SILVEIRA,2020-08-07,2020-08-17,BH,4,198.00000000000006,2020-08-17,2020-08-23,1,Arrependimento,16,Atrasado
A3043,CASAS BAHIA-VALDIR ESPINOSA,2020-08-07,2020-08-17,RJ,16,257.59999999999997,2020-08-09,2020-08-22,0,S/ Devolu.,15,Atrasado
A3044,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-07,2020-08-17,SP,17,266.9,2020-08-10,2020-08-20,0,S/ Devolu.,13,Atrasado
A3045,WALMART-VALDIR ESPINOSA,2020-08-07,2020-08-17,SP,18,842.4,2020-08-24,2020-08-25,3,Danificado,18,Atrasado
A3049,MAGAZINE LUIZA-JOÃO GOMES,2020-08-07,2020-08-17,SP,3,95.99999999999999,2020-08-12,2020-08-21,2,Danificado,14,Atrasado
A3050,WALMART-JOÃO GOMES,2020-08-07,2020-08-17,BH,18,293.40000000000003,2020-08-08,2020-08-23,7,Danificado,16,Atrasado
A3052,CASAS BAHIA-MARCOS LEROY,2020-08-07,2020-08-17,BH,10,465.0,2020-08-08,2020-08-19,4,Arrependimento,12,Atrasado
A3053,CASAS BAHIA-MARCOS LEROY,2020-08-07,2020-08-17,RJ,14,714.0000000000005,2020-08-08,2020-08-15,3,Produto Errado,8,No Prazo
A3054,CASAS BAHIA-MARCOS LEROY,2020-08-07,2020-08-17,BH,3,50.70000000000003,2020-08-10,2020-08-22,2,Produto Errado,15,Atrasado
A3055,CASAS BAHIA-MARCOS LEROY,2020-08-07,2020-08-17,RJ,3,150.30000000000007,2020-08-20,2020-08-23,1,Danificado,16,Atrasado
A3056,MAGAZINE LUIZA-MARCOS LEROY,2020-08-07,2020-08-17,BH,5,77.5,2020-08-21,2020-08-26,2,Danificado,19,Atrasado
A3060,MAGAZINE LUIZA-FELIPE SILVA,2020-08-07,2020-08-17,RJ,13,213.20000000000002,2020-08-21,2020-08-22,1,Produto Errado,15,Atrasado
A3061,WALMART-FELIPE SILVA,2020-08-07,2020-08-17,BH,14,236.60000000000014,2020-08-12,2020-08-21,2,Produto Errado,14,Atrasado
A3062,MAGAZINE LUIZA-FELIPE SILVA,2020-08-07,2020-08-17,SP,10,501.00000000000017,2020-08-22,2020-08-24,3,Produto Errado,17,Atrasado
A3063,CASAS BAHIA-JOÃO GOMES,2020-08-07,2020-08-17,SP,15,495.0000000000001,2020-08-14,2020-08-19,7,Produto Errado,12,Atrasado
A3064,CASAS BAHIA-JOÃO GOMES,2020-08-07,2020-08-17,RJ,13,206.7,2020-08-12,2020-08-21,2,Danificado,14,Atrasado
A3065,CASAS BAHIA-JOÃO GOMES,2020-08-07,2020-08-17,RJ,3,49.500000000000014,2020-08-09,2020-08-21,2,Produto Errado,14,Atrasado
A3066,WALMART-JOÃO GOMES,2020-08-07,2020-08-17,RJ,5,168.00000000000009,2020-08-21,2020-08-22,4,Danificado,15,Atrasado
A3068,MAGAZINE LUIZA-FELIPE SILVA,2020-08-07,2020-08-17,SP,13,413.4,2020-08-09,2020-08-20,0,S/ Devolu.,13,Atrasado
A3071,CASAS BAHIA-LUIZ PARDAL,2020-08-08,2020-08-18,RJ,15,465.0,2020-08-09,2020-08-26,0,S/ Devolu.,18,Atrasado
A3072,WALMART-LUIZ PARDAL,2020-08-08,2020-08-18,SP,7,232.40000000000006,2020-08-10,2020-08-16,1,Danificado,8,No Prazo
A3073,WALMART-JOÃO GOMES,2020-08-08,2020-08-18,BH,2,67.20000000000003,2020-08-09,2020-08-17,2,Danificado,9,No Prazo
A3075,CASAS BAHIA-LUIZ PARDAL,2020-08-08,2020-08-18,RJ,18,590.4000000000001,2020-08-12,2020-08-21,0,S/ Devolu.,13,Atrasado
A3078,WALMART-VALDIR ESPINOSA,2020-08-08,2020-08-18,SP,5,250.50000000000009,2020-08-10,2020-08-22,0,S/ Devolu.,14,Atrasado
A3079,CASAS BAHIA-VALDIR ESPINOSA,2020-08-08,2020-08-18,RJ,4,133.60000000000005,2020-08-12,2020-08-16,1,Danificado,8,No Prazo
A3080,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-08,2020-08-18,BH,6,295.20000000000005,2020-08-17,2020-08-22,0,S/ Devolu.,14,Atrasado
A3081,WALMART-VALDIR ESPINOSA,2020-08-08,2020-08-18,RJ,20,900.0,2020-08-15,2020-08-16,0,S/ Devolu.,8,No Prazo
A3082,WALMART-LUIZ PARDAL,2020-08-08,2020-08-18,SP,8,268.8000000000001,2020-08-16,2020-08-20,2,Arrependimento,12,Atrasado
A3083,CASAS BAHIA-LUIZ PARDAL,2020-08-08,2020-08-18,RJ,6,282.59999999999997,2020-08-13,2020-08-14,0,S/ Devolu.,6,No Prazo
A3085,MAGAZINE LUIZA-LUIZ PARDAL,2020-08-08,2020-08-18,RJ,1,15.799999999999999,2020-08-11,2020-08-22,0,S/ Devolu.,14,Atrasado
A3086,CASAS BAHIA-LUIZ PARDAL,2020-08-08,2020-08-18,SP,1,16.500000000000004,2020-08-19,2020-08-23,1,Danificado,15,Atrasado
A3087,WALMART-LUIZ PARDAL,2020-08-08,2020-08-18,SP,1,31.799999999999997,2020-08-12,2020-08-14,1,Produto Errado,6,No Prazo
A3088,WALMART-LUIZ PARDAL,2020-08-08,2020-08-18,RJ,6,193.2,2020-08-11,2020-08-25,0,S/ Devolu.,17,Atrasado
A3090,CASAS BAHIA-JOÃO GOMES,2020-08-08,2020-08-18,SP,14,447.99999999999994,2020-08-19,2020-08-22,1,Danificado,14,Atrasado
A3091,MAGAZINE LUIZA-JOÃO GOMES,2020-08-08,2020-08-18,RJ,16,811.2000000000005,2020-08-21,2020-08-23,1,Produto Errado,15,Atrasado
A3093,CASAS BAHIA-VALDIR ESPINOSA,2020-08-08,2020-08-18,BH,4,124.0,2020-08-15,2020-08-23,1,Produto Errado,15,Atrasado
A3094,WALMART-VALDIR ESPINOSA,2020-08-08,2020-08-18,SP,10,316.0,2020-08-12,2020-08-24,0,S/ Devolu.,16,Atrasado
A3096,AMERICANAS-FELIPE SILVA,2020-08-08,2020-08-18,SP,7,235.2000000000001,2020-08-14,2020-08-21,1,Danificado,13,Atrasado
A3099,CASAS BAHIA-TÚLIO SILVEIRA,2020-08-08,2020-08-18,BH,9,291.59999999999997,2020-08-11,2020-08-19,0,S/ Devolu.,11,Atrasado
A3100,WALMART-TÚLIO SILVEIRA,2020-08-08,2020-08-18,SP,18,282.59999999999997,2020-08-15,2020-08-17,4,Danificado,9,No Prazo
A3102,WALMART-JOÃO GOMES,2020-08-08,2020-08-18,RJ,13,620.0999999999999,2020-08-13,2020-08-18,2,Arrependimento,10,No Prazo
A3103,CASAS BAHIA-JOÃO GOMES,2020-08-09,2020-08-19,BH,13,204.1,2020-08-22,2020-08-24,1,Arrependimento,15,Atrasado
A3107,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-08-09,2020-08-19,SP,4,133.60000000000005,2020-08-12,2020-08-26,3,Produto Errado,17,Atrasado
A3108,AMERICANAS-MARCOS LEROY,2020-08-09,2020-08-19,RJ,9,135.0,2020-08-14,2020-08-18,1,Produto Errado,9,No Prazo
A3109,WALMART-JOÃO GOMES,2020-08-09,2020-08-19,SP,2,67.60000000000004,2020-08-14,2020-08-16,2,Danificado,7,No Prazo
A3118,WALMART-JOÃO GOMES,2020-08-09,2020-08-19,SP,10,310.0,2020-08-14,2020-08-18,6,Produto Errado,9,No Prazo
A3119,AMERICANAS-JOÃO GOMES,2020-08-09,2020-08-19,BH,7,105.0,2020-08-13,2020-08-16,7,Danificado,7,No Prazo
A3120,CASAS BAHIA-JOÃO GOMES,2020-08-09,2020-08-19,SP,18,289.79999999999995,2020-08-10,2020-08-14,1,Produto Errado,5,No Prazo
A3121,CASAS BAHIA-JOÃO GOMES,2020-08-09,2020-08-19,RJ,7,111.99999999999999,2020-08-11,2020-08-24,1,Danificado,15,Atrasado
A3122,AMERICANAS-JOÃO GOMES,2020-08-09,2020-08-19,RJ,19,911.9999999999999,2020-08-15,2020-08-19,3,Arrependimento,10,No Prazo
A3123,CASA E VIDEO-VALDIR ESPINOSA,2020-08-09,2020-08-19,SP,16,511.99999999999994,2020-08-11,2020-08-19,1,Danificado,10,No Prazo
A3129,CASA E VIDEO-MARCOS LEROY,2020-08-09,2020-08-19,SP,13,221.00000000000014,2020-08-23,2020-08-27,5,Danificado,18,Atrasado
A3130,WALMART-MARCOS LEROY,2020-08-09,2020-08-19,BH,9,144.89999999999998,2020-08-18,2020-08-19,2,Danificado,10,No Prazo
A3132,AMERICANAS-FELIPE SILVA,2020-08-09,2020-08-19,BH,3,94.8,2020-08-15,2020-08-22,2,Produto Errado,13,Atrasado
A3133,AMERICANAS-FELIPE SILVA,2020-08-09,2020-08-19,SP,11,330.0,2020-08-12,2020-08-26,0,S/ Devolu.,17,Atrasado
A3134,WALMART-JOÃO GOMES,2020-08-09,2020-08-19,RJ,16,502.4,2020-08-12,2020-08-17,4,Produto Errado,8,No Prazo
A3135,WALMART-JOÃO GOMES,2020-08-09,2020-08-19,RJ,18,289.79999999999995,2020-08-11,2020-08-15,1,Produto Errado,6,No Prazo
A3137,WALMART-JOÃO GOMES,2020-08-10,2020-08-20,SP,18,270.0,2020-08-19,2020-08-24,7,Produto Errado,14,Atrasado
A3142,WALMART-JOÃO GOMES,2020-08-10,2020-08-20,BH,3,100.20000000000005,2020-08-14,2020-08-21,1,Danificado,11,Atrasado
A3143,MAGAZINE LUIZA-JOÃO GOMES,2020-08-10,2020-08-20,BH,12,360.0,2020-08-17,2020-08-28,2,Arrependimento,18,Atrasado
A3144,WALMART-JOÃO GOMES,2020-08-10,2020-08-20,BH,2,95.39999999999999,2020-08-14,2020-08-24,2,Danificado,14,Atrasado
A3145,CASAS BAHIA-JOÃO GOMES,2020-08-10,2020-08-20,BH,18,297.00000000000006,2020-08-19,2020-08-25,3,Danificado,15,Atrasado
A3150,AMERICANAS-MARCOS LEROY,2020-08-10,2020-08-20,BH,13,418.59999999999997,2020-08-14,2020-08-23,1,Danificado,13,Atrasado
A3151,WALMART-MARCOS LEROY,2020-08-10,2020-08-20,SP,7,112.69999999999999,2020-08-19,2020-08-20,1,Produto Errado,10,No Prazo
A3152,MAGAZINE LUIZA-MARCOS LEROY,2020-08-10,2020-08-20,SP,9,153.00000000000009,2020-08-19,2020-08-26,2,Danificado,16,Atrasado
A3159,MAGAZINE LUIZA-JOÃO GOMES,2020-08-10,2020-08-20,BH,8,265.6000000000001,2020-08-15,2020-08-16,2,Produto Errado,6,No Prazo
A3160,WALMART-JOÃO GOMES,2020-08-10,2020-08-20,SP,7,217.0,2020-08-11,2020-08-20,1,Danificado,10,No Prazo
A3161,CASAS BAHIA-JOÃO GOMES,2020-08-10,2020-08-20,BH,12,391.20000000000005,2020-08-15,2020-08-20,1,Produto Errado,10,No Prazo
A3162,WALMART-TÚLIO SILVEIRA,2020-08-10,2020-08-20,BH,7,340.2,2020-08-17,2020-08-19,0,S/ Devolu.,9,No Prazo
A3164,CASAS BAHIA-TÚLIO SILVEIRA,2020-08-10,2020-08-20,BH,13,218.4000000000001,2020-08-17,2020-08-21,0,S/ Devolu.,11,Atrasado
A3165,WALMART-TÚLIO SILVEIRA,2020-08-10,2020-08-20,RJ,20,664.0000000000002,2020-08-16,2020-08-18,3,Danificado,8,No Prazo
A3172,WALMART-JOÃO GOMES,2020-08-11,2020-08-21,SP,15,756.0000000000003,2020-08-21,2020-08-25,1,Danificado,14,Atrasado
A3173,WALMART-FELIPE SILVA,2020-08-11,2020-08-21,SP,3,100.20000000000005,2020-08-14,2020-08-21,0,S/ Devolu.,10,No Prazo
A3174,MAGAZINE LUIZA-FELIPE SILVA,2020-08-11,2020-08-21,BH,9,287.99999999999994,2020-08-23,2020-08-27,1,Produto Errado,16,Atrasado
A3175,WALMART-FELIPE SILVA,2020-08-11,2020-08-21,SP,13,608.4,2020-08-12,2020-08-28,1,Danificado,17,Atrasado
A3177,MAGAZINE LUIZA-JOÃO GOMES,2020-08-11,2020-08-21,BH,12,408.0000000000002,2020-08-17,2020-08-30,1,Produto Errado,19,Atrasado
A3178,WALMART-JOÃO GOMES,2020-08-11,2020-08-21,SP,1,46.8,2020-08-12,2020-08-18,3,Produto Errado,7,No Prazo
A3180,CASAS BAHIA-JOÃO GOMES,2020-08-11,2020-08-21,BH,10,332.0000000000001,2020-08-23,2020-08-27,1,Danificado,16,Atrasado
A3181,WALMART-JOÃO GOMES,2020-08-11,2020-08-21,SP,13,431.60000000000014,2020-08-15,2020-08-23,1,Danificado,12,Atrasado
A3182,CASAS BAHIA-JOÃO GOMES,2020-08-11,2020-08-21,SP,13,214.50000000000006,2020-08-19,2020-08-22,2,Danificado,11,Atrasado
A3183,CASAS BAHIA-LUIZ PARDAL,2020-08-11,2020-08-21,BH,12,388.79999999999995,2020-08-12,2020-08-16,2,Danificado,5,No Prazo
A3184,AMERICANAS-LUIZ PARDAL,2020-08-11,2020-08-21,SP,12,608.4000000000003,2020-08-20,2020-08-26,0,S/ Devolu.,15,Atrasado
A3185,WALMART-LUIZ PARDAL,2020-08-11,2020-08-21,RJ,6,96.6,2020-08-12,2020-08-23,0,S/ Devolu.,12,Atrasado
A3189,WALMART-TÚLIO SILVEIRA,2020-08-11,2020-08-21,RJ,12,381.59999999999997,2020-08-26,2020-08-29,0,S/ Devolu.,18,Atrasado
A3190,AMERICANAS-TÚLIO SILVEIRA,2020-08-11,2020-08-21,RJ,8,134.40000000000006,2020-08-12,2020-08-24,0,S/ Devolu.,13,Atrasado
A3192,MAGAZINE LUIZA-TÚLIO SILVEIRA,2020-08-11,2020-08-21,BH,18,863.9999999999999,2020-08-27,2020-08-28,1,Danificado,17,Atrasado
A3193,MAGAZINE LUIZA-JOÃO GOMES,2020-08-11,2020-08-21,SP,11,514.8,2020-08-12,2020-08-15,1,Danificado,4,No Prazo
A3194,CASAS BAHIA-JOÃO GOMES,2020-08-11,2020-08-21,SP,13,612.3,2020-08-17,2020-08-26,1,Danificado,15,Atrasado
A3198,WALMART-VALDIR ESPINOSA,2020-08-12,2020-08-22,RJ,17,571.2000000000003,2020-08-17,2020-08-23,0,S/ Devolu.,11,Atrasado
A3199,MAGAZINE LUIZA-FELIPE SILVA,2020-08-12,2020-08-22,SP,5,247.50000000000006,2020-08-25,2020-08-26,0,S/ Devolu.,14,Atrasado
A3200,CASAS BAHIA-TÚLIO SILVEIRA,2020-08-12,2020-08-22,RJ,4,126.39999999999999,2020-08-21,2020-08-22,2,Danificado,10,No Prazo
A3202,WALMART-JOÃO GOMES,2020-08-12,2020-08-22,RJ,20,643.9999999999999,2020-08-17,2020-08-25,1,Danificado,13,Atrasado
A3203,WALMART-VALDIR ESPINOSA,2020-08-12,2020-08-22,RJ,15,510.00000000000034,2020-08-17,2020-08-23,0,S/ Devolu.,11,Atrasado
A3205,AMERICANAS-VALDIR ESPINOSA,2020-08-12,2020-08-22,RJ,14,235.2000000000001,2020-08-17,2020-08-25,0,S/ Devolu.,13,Atrasado
A3206,WALMART-VALDIR ESPINOSA,2020-08-12,2020-08-22,SP,6,298.80000000000007,2020-08-23,2020-08-29,0,S/ Devolu.,17,Atrasado
A3207,MAGAZINE LUIZA-VALDIR ESPINOSA,2020-08-12,2020-08-22,RJ,18,874.8,2020-08-13,2020-08-26,1,Produto Errado,14,Atrasado
A3209,WALMART-LUIZ PARDAL,2020-08-12,2020-08-22,SP,3,95.39999999999999,2020-08-14,2020-08-25,0,S/ Devolu.,13,Atrasado
A3210,CASAS BAHIA-LUIZ PARDAL,2020-08-12,2020-08-22,SP,1,48.599999999999994,2020-08-21,2020-08-26,0,S/ Devolu.,14,Atrasado
A3211,CASAS BAHIA-LUIZ PARDAL,2020-08-12,2020-08-22,BH,16,272.00000000000017,2020-08-28,2020-08-31,1,Danificado,19,Atrasado
A3212,WALMART-LUIZ PARDAL,2020-08-12,2020-08-22,RJ,17,846.6000000000003,2020-08-15,2020-08-26,0,S/ Devolu.,14,Atrasado
A3214,WALMART-MARCOS LEROY,2020-08-12,2020-08-22,BH,14,473.2000000000003,2020-08-17,2020-08-24,1,Danificado,12,Atrasado
A3216,CASAS BAHIA-MARCOS LEROY,2020-08-12,2020-08-22,BH,15,715.4999999999999,2020-08-22,2020-08-26,3,Produto Errado,14,Atrasado
A3217,CASA E VIDEO-MARCOS LEROY,2020-08-12,2020-08-22,RJ,4,63.599999999999994,2020-08-14,2020-08-17,2,Produto Errado,5,No Prazo
A3225,WALMART-JOÃO GOMES,2020-08-12,2020-08-22,BH,14,450.79999999999995,2020-08-17,2020-08-20,11,Produto Errado,8,No Prazo
A3229,CASAS BAHIA-JOÃO GOMES,2020-08-12,2020-08-22,BH,15,482.99999999999994,2020-08-25,2020-08-27,10,Danificado,15,Atrasado
